Rows,Estimated Feature Matrix Memory (GB)
10000,0.0005960464477539062
100000,0.0059604644775390625
1000000,0.059604644775390625
10000000,0.5960464477539062
100000000,5.9604644775390625
1000000000,59.604644775390625
